path	line	kind	qualified_name	signature_or_base
crates/rusty-bacnet/rusty_bacnet.pyi	1880	method	BACnetServer.add_audit_log	(self, instance: int, name: str, storage_path: str, buffer_size: int=100)
crates/rusty-bacnet/rusty_bacnet.pyi	1881	method	BACnetServer.add_audit_reporter	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1884	method	BACnetServer.add_loop	(self, instance: int, name: str, output_units: int=62)
crates/rusty-bacnet/rusty_bacnet.pyi	1885	method	BACnetServer.add_command	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1886	method	BACnetServer.add_timer	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1887	method	BACnetServer.add_load_control	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1888	method	BACnetServer.add_program	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1891	method	BACnetServer.add_lighting_output	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1892	method	BACnetServer.add_binary_lighting_output	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1895	method	BACnetServer.add_life_safety_point	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1896	method	BACnetServer.add_life_safety_zone	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1899	method	BACnetServer.add_group	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1900	method	BACnetServer.add_global_group	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1901	method	BACnetServer.add_structured_view	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1904	method	BACnetServer.add_access_door	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1905	method	BACnetServer.add_access_credential	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1906	method	BACnetServer.add_access_point	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1907	method	BACnetServer.add_access_rights	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1908	method	BACnetServer.add_access_user	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1909	method	BACnetServer.add_access_zone	(self, instance: int, name: str)
